price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,Non-Veg,Veg,Vegan,budget,mid,premium
2.71,149.9,291.2,11.8,9.9,30.5,540.4,3.4,2,0.0,1.0,0.0,1.0,0.0,0.0
8.88,527.3,501.1,0.1,0.0,50.8,67.6,33.6,3,0.0,1.0,0.0,0.0,1.0,0.0
5.87,328.1,208.3,5.1,1.0,53.4,22.6,32.6,3,0.0,1.0,0.0,0.0,1.0,0.0
7.68,212.3,507.3,28.1,32.7,50.4,982.3,14.1,3,1.0,0.0,0.0,1.0,0.0,0.0
34.11,94.2,353.6,6.2,5.5,72.3,322.8,50.5,2,0.0,1.0,0.0,0.0,0.0,1.0
10.41,345.8,115.9,3.9,6.6,57.7,16.1,54.815,1,0.0,0.0,1.0,0.0,1.0,0.0
6.34,412.6,135.0,2.0,0.0,19.2,64.7,18.24,2,0.0,1.0,0.0,0.0,1.0,0.0
13.7,136.9,243.0,11.8,10.1,18.8,325.9,4.0,3,0.0,1.0,0.0,0.0,1.0,0.0
6.62,356.0,386.8,16.7,15.2,38.6,509.9,3.3,1,1.0,0.0,0.0,0.0,1.0,0.0
4.84,265.7,160.4,17.0,15.1,13.9,448.9,6.4,2,0.0,1.0,0.0,1.0,0.0,0.0
42.1,320.9,741.8,30.0,18.8,32.5,978.5,9.4,2,1.0,0.0,0.0,0.0,0.0,1.0
39.51,165.6,224.2,17.4,18.4,38.0,797.5,5.6,2,0.0,1.0,0.0,0.0,0.0,1.0
5.96,126.2,217.5,4.4,16.1,46.2,627.9,7.2,3,0.0,1.0,0.0,1.0,0.0,0.0
3.21,539.2,168.5,0.0,0.6,48.0,82.9,45.6,1,0.0,1.0,0.0,1.0,0.0,0.0
3.93,511.3,192.0,1.4,0.8,52.0,9.8,33.3,3,0.0,1.0,0.0,1.0,0.0,0.0
4.08,279.4,401.7,25.5,21.4,48.8,860.9,4.9,1,0.0,1.0,0.0,1.0,0.0,0.0
3.13,220.3,352.1,22.8,20.7,40.7,892.5,11.9,3,1.0,0.0,0.0,1.0,0.0,0.0
5.09,200.1,532.5,28.2,30.8,63.1,547.6,9.3,2,1.0,0.0,0.0,1.0,0.0,0.0
14.62,240.5,368.5,39.8,33.2,47.3,785.2,11.7,1,0.0,1.0,0.0,0.0,1.0,0.0
3.43,361.0,270.2,1.7,0.0,47.7,111.9,45.315,2,0.0,1.0,0.0,1.0,0.0,0.0
4.38,297.1,504.1,13.0,30.8,47.5,713.9,5.9,1,1.0,0.0,0.0,1.0,0.0,0.0
15.45,193.5,430.6,25.1,36.9,35.3,1241.0,10.7,1,0.0,1.0,0.0,0.0,1.0,0.0
12.94,301.8,290.4,13.1,21.1,19.9,785.0,6.7,2,1.0,0.0,0.0,0.0,1.0,0.0
5.94,352.4,342.1,7.8,14.6,17.5,775.0,9.9,3,0.0,1.0,0.0,1.0,0.0,0.0
4.77,286.5,177.8,11.7,3.4,43.8,263.1,3.9,3,1.0,0.0,0.0,1.0,0.0,0.0
7.24,180.8,180.9,3.3,23.2,19.8,440.8,11.6,2,1.0,0.0,0.0,1.0,0.0,0.0
5.09,426.8,285.5,4.0,3.2,67.4,47.0,52.3,2,0.0,1.0,0.0,0.0,1.0,0.0
4.3,379.3,283.1,0.0,1.5,65.9,9.3,45.4,2,0.0,1.0,0.0,1.0,0.0,0.0
8.37,236.5,357.0,17.6,10.0,26.8,709.3,5.2,2,1.0,0.0,0.0,1.0,0.0,0.0
5.17,385.3,423.7,28.1,14.2,31.1,695.1,7.0,3,1.0,0.0,0.0,1.0,0.0,0.0
16.99,198.8,472.3,29.5,20.8,55.9,773.8,6.8,1,0.0,1.0,0.0,0.0,1.0,0.0
17.63,140.0,365.5,5.5,21.1,43.3,252.8,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0
20.82,347.8,247.2,4.0,0.0,15.8,310.1,9.2,2,0.0,0.0,1.0,0.0,0.0,1.0
15.2,452.0,23.4,0.8,2.1,81.6,12.8,55.4,3,0.0,1.0,0.0,0.0,0.0,1.0
7.4,200.6,386.9,2.8,3.2,49.0,1.0,30.9,3,0.0,0.0,1.0,0.0,1.0,0.0
1.79,242.1,159.2,0.0,3.4,54.1,87.2,51.395,2,0.0,0.0,1.0,1.0,0.0,0.0
4.7,316.4,196.1,0.9,1.4,47.3,56.9,43.6,3,0.0,1.0,0.0,1.0,0.0,0.0
2.67,243.1,227.1,0.9,2.4,43.7,16.7,37.0,2,0.0,1.0,0.0,1.0,0.0,0.0
4.23,162.7,367.7,10.3,13.7,64.6,342.9,50.9,2,0.0,1.0,0.0,1.0,0.0,0.0
3.33,372.3,5.0,3.5,0.0,15.2,45.1,14.44,1,0.0,0.0,1.0,1.0,0.0,0.0
8.27,376.6,737.0,14.5,9.7,74.4,941.8,4.7,2,1.0,0.0,0.0,1.0,0.0,0.0
28.62,108.9,331.6,7.7,12.4,26.4,385.7,3.4,3,0.0,1.0,0.0,0.0,0.0,1.0
1.76,261.0,93.0,0.0,4.2,46.7,7.4,44.365,2,0.0,1.0,0.0,1.0,0.0,0.0
14.73,250.2,702.1,12.7,28.0,31.4,1100.3,11.4,2,1.0,0.0,0.0,0.0,0.0,1.0
16.72,218.8,402.1,20.6,35.0,58.6,1126.8,8.5,3,0.0,1.0,0.0,0.0,1.0,0.0
12.37,143.3,228.9,2.7,11.8,36.9,276.5,3.4,2,0.0,1.0,0.0,0.0,1.0,0.0
4.68,187.0,461.2,6.8,20.3,65.6,732.0,8.9,2,0.0,0.0,1.0,1.0,0.0,0.0
2.0,59.8,464.7,4.2,16.2,54.1,300.8,46.0,3,0.0,1.0,0.0,1.0,0.0,0.0
4.04,75.4,342.4,5.6,9.3,87.1,337.1,25.2,2,0.0,1.0,0.0,1.0,0.0,0.0
4.47,378.6,5.0,2.8,0.0,61.0,79.6,13.2,2,0.0,1.0,0.0,1.0,0.0,0.0
4.17,139.2,115.0,7.5,14.3,33.5,446.7,3.9,3,1.0,0.0,0.0,1.0,0.0,0.0
2.39,61.2,344.3,5.6,4.1,46.2,243.3,43.89,1,0.0,1.0,0.0,1.0,0.0,0.0
5.98,298.7,42.1,4.8,7.6,14.1,507.6,7.8,1,0.0,1.0,0.0,1.0,0.0,0.0
2.4,176.4,506.6,15.6,20.0,52.7,685.2,12.3,2,1.0,0.0,0.0,1.0,0.0,0.0
24.18,393.0,25.6,4.3,8.1,43.2,110.8,39.4,3,0.0,1.0,0.0,0.0,0.0,1.0
26.19,108.4,455.8,9.2,16.4,38.2,646.3,0.2,2,0.0,0.0,1.0,0.0,0.0,1.0
5.56,172.9,236.2,11.1,16.5,47.8,929.2,6.5,2,1.0,0.0,0.0,1.0,0.0,0.0
7.51,235.6,665.0,21.7,31.6,58.3,643.9,12.0,2,0.0,1.0,0.0,1.0,0.0,0.0
7.51,159.1,396.3,16.0,12.7,39.7,530.2,3.4,2,1.0,0.0,0.0,0.0,1.0,0.0
17.32,332.7,225.3,18.7,17.3,18.4,442.3,12.9,3,1.0,0.0,0.0,0.0,1.0,0.0
11.9,205.0,599.7,10.9,23.0,33.0,849.5,11.9,3,0.0,0.0,1.0,0.0,1.0,0.0
2.18,181.9,126.7,26.6,21.8,51.8,702.2,10.9,3,0.0,0.0,1.0,1.0,0.0,0.0
9.44,461.7,65.7,2.8,0.0,72.0,16.9,35.8,2,0.0,1.0,0.0,0.0,1.0,0.0
8.56,222.8,154.9,11.2,9.5,29.7,650.9,1.9,3,0.0,1.0,0.0,1.0,0.0,0.0
29.13,186.7,319.5,11.0,16.3,22.3,359.1,6.8,1,1.0,0.0,0.0,0.0,0.0,1.0
12.77,432.6,437.5,2.9,4.7,49.3,4.9,20.2,2,0.0,1.0,0.0,0.0,0.0,1.0
4.27,416.5,297.1,6.3,0.0,41.8,10.6,39.71,3,0.0,1.0,0.0,1.0,0.0,0.0
3.28,382.3,5.0,2.1,1.1,60.1,44.0,35.0,2,0.0,1.0,0.0,1.0,0.0,0.0
15.21,132.6,631.3,6.7,7.6,77.2,338.6,63.5,3,0.0,1.0,0.0,0.0,0.0,1.0
7.59,196.1,906.5,33.7,28.2,60.6,733.7,6.7,3,1.0,0.0,0.0,1.0,0.0,0.0
2.47,100.3,243.6,14.6,9.3,50.7,708.3,5.9,2,0.0,1.0,0.0,1.0,0.0,0.0
9.25,231.4,270.2,7.7,7.1,29.4,161.7,10.7,3,0.0,1.0,0.0,0.0,1.0,0.0
10.58,304.3,126.2,4.1,8.4,19.2,679.4,3.7,2,0.0,1.0,0.0,0.0,1.0,0.0
3.02,224.4,530.0,23.9,26.6,60.2,1178.7,10.3,2,1.0,0.0,0.0,1.0,0.0,0.0
16.35,284.8,784.6,23.7,16.7,45.8,853.4,5.0,2,1.0,0.0,0.0,0.0,1.0,0.0
5.36,283.9,238.5,13.5,7.0,26.6,395.8,4.8,2,0.0,1.0,0.0,1.0,0.0,0.0
7.4,156.9,203.7,4.1,8.6,52.2,250.4,2.9,2,0.0,1.0,0.0,0.0,1.0,0.0
4.28,349.7,277.2,7.3,7.4,25.8,548.3,14.4,2,0.0,0.0,1.0,1.0,0.0,0.0
9.08,379.4,533.0,2.7,3.7,28.3,57.6,26.885,3,0.0,0.0,1.0,0.0,1.0,0.0
5.38,378.5,624.2,8.2,16.6,81.7,1020.7,6.4,3,0.0,1.0,0.0,1.0,0.0,0.0
6.33,207.0,439.1,16.5,16.2,58.7,1060.1,11.3,1,0.0,0.0,1.0,1.0,0.0,0.0
6.62,422.4,178.0,2.3,6.2,44.2,58.8,21.0,3,0.0,1.0,0.0,0.0,1.0,0.0
14.21,190.5,430.4,17.9,11.7,43.9,737.1,12.2,3,0.0,1.0,0.0,0.0,1.0,0.0
3.03,282.0,525.0,29.8,32.8,44.9,790.3,9.7,3,1.0,0.0,0.0,1.0,0.0,0.0
14.24,141.4,306.0,21.3,12.4,11.7,366.6,11.114999999999998,3,0.0,1.0,0.0,0.0,1.0,0.0
6.61,161.7,302.9,1.9,17.0,46.0,324.4,43.7,2,0.0,1.0,0.0,0.0,1.0,0.0
16.37,302.5,577.8,1.3,32.4,64.9,710.1,12.1,2,0.0,0.0,1.0,0.0,1.0,0.0
8.0,219.6,505.3,26.4,32.5,58.2,864.4,3.3,2,1.0,0.0,0.0,1.0,0.0,0.0
4.29,185.8,218.4,0.8,3.4,64.9,51.9,61.655,2,0.0,1.0,0.0,1.0,0.0,0.0
8.43,180.2,402.0,17.4,11.5,40.1,642.5,3.2,2,1.0,0.0,0.0,0.0,1.0,0.0
2.53,421.8,367.0,1.3,2.6,22.0,58.3,20.9,3,0.0,0.0,1.0,1.0,0.0,0.0
2.3,399.0,258.5,2.4,1.7,77.3,0.0,47.0,2,0.0,1.0,0.0,1.0,0.0,0.0
10.71,119.6,227.7,0.0,15.1,50.2,503.4,4.3,2,0.0,1.0,0.0,0.0,1.0,0.0
2.57,497.1,627.7,9.5,10.5,78.2,1045.3,2.2,3,1.0,0.0,0.0,1.0,0.0,0.0
13.39,160.2,229.5,13.8,16.1,33.3,740.2,5.5,1,1.0,0.0,0.0,0.0,1.0,0.0
2.04,470.6,266.6,0.0,0.0,37.4,63.2,35.529999999999994,3,0.0,1.0,0.0,1.0,0.0,0.0
2.67,452.0,165.1,1.2,6.0,56.2,30.1,30.2,3,0.0,1.0,0.0,1.0,0.0,0.0
7.26,204.0,476.6,24.4,30.3,44.2,1151.7,10.5,2,1.0,0.0,0.0,1.0,0.0,0.0
10.96,387.0,525.0,9.6,11.6,49.9,863.4,7.0,1,1.0,0.0,0.0,0.0,1.0,0.0
6.1,612.9,180.4,1.3,0.0,44.6,87.6,42.37,3,0.0,1.0,0.0,0.0,1.0,0.0
4.54,142.3,364.0,9.5,8.5,67.0,186.7,29.0,3,0.0,0.0,1.0,1.0,0.0,0.0
5.98,138.6,292.5,9.9,14.1,28.9,591.8,2.6,3,1.0,0.0,0.0,1.0,0.0,0.0
7.62,179.9,771.9,21.4,18.5,27.1,1135.0,8.0,2,1.0,0.0,0.0,1.0,0.0,0.0
4.62,164.8,359.2,3.1,10.6,55.1,443.5,3.0,2,0.0,0.0,1.0,1.0,0.0,0.0
6.13,276.7,449.0,31.5,25.8,66.5,963.6,3.2,3,1.0,0.0,0.0,1.0,0.0,0.0
5.83,295.4,5.0,5.9,3.0,43.2,445.4,11.8,2,0.0,0.0,1.0,1.0,0.0,0.0
8.3,404.1,447.7,12.3,14.8,82.9,787.3,3.9,2,0.0,1.0,0.0,1.0,0.0,0.0
4.57,95.3,430.5,14.0,21.1,104.0,284.7,36.5,3,0.0,1.0,0.0,1.0,0.0,0.0
3.84,493.8,215.2,0.0,6.1,47.6,34.1,31.0,2,0.0,1.0,0.0,1.0,0.0,0.0
3.71,340.9,142.7,0.0,0.3,40.5,58.1,38.475,2,0.0,1.0,0.0,1.0,0.0,0.0
3.86,62.7,527.2,1.2,13.9,82.8,110.1,62.0,3,0.0,1.0,0.0,1.0,0.0,0.0
3.42,413.6,5.0,2.1,0.9,22.5,55.5,21.375,3,0.0,1.0,0.0,1.0,0.0,0.0
8.13,188.5,767.2,21.6,41.3,63.6,1042.8,14.5,3,1.0,0.0,0.0,0.0,1.0,0.0
18.29,260.5,656.0,16.9,40.1,42.2,894.2,16.5,2,1.0,0.0,0.0,0.0,1.0,0.0
6.31,164.5,226.7,7.6,7.6,24.1,640.0,6.8,2,0.0,0.0,1.0,1.0,0.0,0.0
4.44,345.2,169.4,0.9,1.9,28.9,4.2,27.455,2,0.0,0.0,1.0,0.0,1.0,0.0
8.21,223.7,499.5,31.0,35.4,59.3,1301.0,7.3,3,1.0,0.0,0.0,0.0,1.0,0.0
10.24,145.8,403.0,4.8,15.5,41.0,102.1,34.0,3,1.0,0.0,0.0,0.0,1.0,0.0
9.62,255.8,229.9,12.2,15.9,23.6,535.3,8.3,3,0.0,1.0,0.0,0.0,1.0,0.0
8.6,234.2,657.2,24.2,2.6,34.6,408.9,10.0,2,0.0,1.0,0.0,0.0,1.0,0.0
30.84,161.8,453.2,0.9,14.6,62.7,74.8,33.4,3,0.0,1.0,0.0,0.0,0.0,1.0
3.68,194.4,518.4,32.0,31.7,37.6,929.3,5.0,2,1.0,0.0,0.0,1.0,0.0,0.0
3.74,99.5,164.7,4.4,10.7,51.2,210.8,42.5,3,0.0,1.0,0.0,1.0,0.0,0.0
2.2,240.6,416.1,13.4,6.9,53.9,912.5,11.2,2,0.0,1.0,0.0,1.0,0.0,0.0
15.02,84.4,329.4,0.0,4.5,88.7,264.4,47.9,2,0.0,0.0,1.0,0.0,1.0,0.0
5.33,372.3,5.0,3.9,7.1,0.0,154.3,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0
47.62,197.3,299.3,11.4,10.8,36.8,466.0,5.3,2,0.0,0.0,1.0,0.0,0.0,1.0
2.71,330.3,218.8,1.0,11.8,34.7,440.9,3.8,2,1.0,0.0,0.0,1.0,0.0,0.0
4.28,453.5,115.9,5.0,6.2,58.0,10.6,25.7,2,0.0,1.0,0.0,1.0,0.0,0.0
2.63,210.9,297.7,11.6,16.4,28.7,385.0,8.1,2,0.0,1.0,0.0,1.0,0.0,0.0
5.87,231.2,832.5,17.3,33.2,44.1,1061.4,12.8,2,1.0,0.0,0.0,1.0,0.0,0.0
4.87,143.2,271.7,6.8,8.0,41.8,43.6,6.1,3,0.0,0.0,1.0,1.0,0.0,0.0
8.1,181.7,392.5,21.7,35.2,63.9,868.6,15.5,2,0.0,1.0,0.0,0.0,1.0,0.0
1.94,163.7,198.5,6.1,17.1,38.0,543.7,2.3,3,1.0,0.0,0.0,1.0,0.0,0.0
3.14,265.0,368.9,7.9,19.0,20.9,537.0,7.9,2,0.0,1.0,0.0,1.0,0.0,0.0
4.64,189.9,283.0,11.8,15.4,30.8,611.0,8.5,3,0.0,1.0,0.0,1.0,0.0,0.0
7.32,220.4,662.4,29.5,36.6,38.3,758.9,9.1,1,1.0,0.0,0.0,1.0,0.0,0.0
14.06,151.3,586.0,6.5,18.1,64.7,270.9,28.5,2,1.0,0.0,0.0,0.0,1.0,0.0
16.42,135.3,252.6,14.6,9.9,36.5,892.3,4.8,3,1.0,0.0,0.0,0.0,1.0,0.0
1.59,404.9,118.5,0.0,6.2,35.7,90.2,33.915,3,0.0,1.0,0.0,1.0,0.0,0.0
9.45,77.1,478.7,1.6,7.8,58.7,528.9,5.7,2,0.0,1.0,0.0,0.0,1.0,0.0
2.74,160.7,144.6,18.3,8.0,34.8,619.0,9.0,1,0.0,0.0,1.0,1.0,0.0,0.0
10.23,290.6,492.8,23.3,14.3,51.0,628.4,13.5,3,1.0,0.0,0.0,0.0,1.0,0.0
3.1,330.0,311.3,8.7,18.8,13.2,757.9,9.3,3,0.0,1.0,0.0,1.0,0.0,0.0
7.77,224.2,490.2,15.3,19.2,45.8,764.7,6.4,2,0.0,1.0,0.0,1.0,0.0,0.0
1.44,354.3,383.7,0.0,2.6,61.5,27.2,41.2,3,0.0,0.0,1.0,1.0,0.0,0.0
14.89,332.3,664.2,12.2,3.3,59.5,996.2,6.8,2,1.0,0.0,0.0,0.0,1.0,0.0
18.71,76.0,453.1,6.8,0.0,68.6,210.3,60.8,2,0.0,1.0,0.0,0.0,0.0,1.0
11.98,180.4,125.2,1.3,5.4,16.6,371.9,11.1,2,0.0,1.0,0.0,0.0,1.0,0.0
2.92,542.2,5.0,1.1,3.5,52.0,8.6,6.5,2,0.0,1.0,0.0,1.0,0.0,0.0
8.0,158.6,317.1,8.0,15.7,33.3,544.8,5.7,2,1.0,0.0,0.0,0.0,1.0,0.0
2.35,258.7,781.6,26.4,22.5,50.3,1107.8,10.9,2,1.0,0.0,0.0,1.0,0.0,0.0
5.66,237.8,567.0,34.7,31.5,41.5,1129.6,12.7,2,1.0,0.0,0.0,1.0,0.0,0.0
10.82,265.7,305.8,14.1,13.7,17.3,263.6,10.4,3,0.0,1.0,0.0,0.0,1.0,0.0
3.97,209.2,384.1,3.9,20.0,36.8,223.3,34.959999999999994,2,0.0,0.0,1.0,1.0,0.0,0.0
7.31,161.2,451.9,23.0,39.9,58.8,1244.8,14.0,2,1.0,0.0,0.0,1.0,0.0,0.0
2.42,109.9,341.1,3.3,11.8,75.3,260.6,38.2,3,0.0,1.0,0.0,1.0,0.0,0.0
3.3,421.4,681.7,8.8,16.4,46.4,1161.7,7.3,2,1.0,0.0,0.0,1.0,0.0,0.0
9.1,317.6,403.0,5.6,9.6,28.1,645.2,10.4,1,1.0,0.0,0.0,0.0,1.0,0.0
3.84,260.3,537.5,35.0,19.4,46.9,999.9,5.5,3,1.0,0.0,0.0,1.0,0.0,0.0
7.94,117.5,153.0,9.5,12.5,47.4,478.1,1.9,1,0.0,1.0,0.0,0.0,1.0,0.0
3.32,345.5,162.4,0.0,3.7,45.5,49.4,37.2,2,0.0,1.0,0.0,1.0,0.0,0.0
4.61,144.1,152.4,0.9,14.6,25.4,151.6,3.7,3,0.0,1.0,0.0,1.0,0.0,0.0
24.19,84.6,562.6,6.7,9.3,64.1,378.4,31.9,2,0.0,0.0,1.0,0.0,0.0,1.0
3.65,443.9,109.4,0.7,0.0,45.5,63.4,26.5,3,0.0,0.0,1.0,1.0,0.0,0.0
8.89,94.6,453.7,6.3,27.8,78.7,272.1,30.7,3,1.0,0.0,0.0,0.0,1.0,0.0
10.52,133.2,321.3,2.3,8.8,27.8,466.7,1.8,2,0.0,1.0,0.0,0.0,1.0,0.0
7.56,271.2,543.8,27.6,18.7,37.1,1246.1,7.0,3,1.0,0.0,0.0,1.0,0.0,0.0
12.67,146.6,386.2,11.9,13.2,43.6,671.5,1.5,2,1.0,0.0,0.0,0.0,1.0,0.0
4.24,142.1,301.7,9.6,9.8,48.8,427.8,2.6,3,0.0,0.0,1.0,1.0,0.0,0.0
5.92,157.0,376.5,9.2,10.7,38.1,534.4,5.6,1,0.0,0.0,1.0,1.0,0.0,0.0
4.01,519.7,113.8,0.2,6.3,11.6,51.7,11.02,2,0.0,1.0,0.0,1.0,0.0,0.0
25.75,157.8,356.4,0.0,16.2,27.7,222.8,3.1,1,0.0,0.0,1.0,0.0,0.0,1.0
3.16,179.1,435.4,2.9,7.6,37.1,200.0,2.7,3,0.0,1.0,0.0,1.0,0.0,0.0
5.09,320.6,375.5,6.0,6.9,16.8,583.5,13.3,2,0.0,1.0,0.0,1.0,0.0,0.0
11.08,98.3,194.0,6.5,11.6,50.7,569.0,2.7,2,0.0,0.0,1.0,0.0,1.0,0.0
5.54,89.3,411.9,2.7,22.3,21.7,318.3,0.4,3,0.0,1.0,0.0,1.0,0.0,0.0
5.91,192.9,134.3,2.6,14.7,20.2,642.0,5.8,2,1.0,0.0,0.0,1.0,0.0,0.0
1.59,130.6,334.5,5.2,0.0,20.6,41.9,19.57,3,0.0,1.0,0.0,1.0,0.0,0.0
5.75,365.4,111.6,1.6,3.1,72.9,28.8,10.6,2,0.0,0.0,1.0,0.0,1.0,0.0
4.45,389.4,80.4,2.7,0.0,3.3,141.0,3.135,1,0.0,1.0,0.0,0.0,1.0,0.0
13.63,216.9,571.8,18.7,43.3,42.6,1099.4,7.6,3,1.0,0.0,0.0,0.0,1.0,0.0
10.3,327.7,608.7,33.6,16.1,65.8,919.3,8.3,1,1.0,0.0,0.0,0.0,1.0,0.0
4.55,271.0,80.7,18.9,11.3,30.4,566.2,4.5,3,1.0,0.0,0.0,1.0,0.0,0.0
5.38,127.0,335.7,23.0,10.5,62.0,700.4,4.7,2,0.0,1.0,0.0,1.0,0.0,0.0
18.06,306.1,603.5,22.2,39.9,62.9,1104.2,7.3,3,1.0,0.0,0.0,0.0,1.0,0.0
3.3,86.2,89.2,0.6,5.4,46.9,394.8,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0
1.97,468.3,198.6,4.6,0.0,31.6,26.3,9.5,3,0.0,0.0,1.0,1.0,0.0,0.0
12.04,274.8,488.8,21.2,16.2,30.4,992.3,6.7,3,1.0,0.0,0.0,0.0,1.0,0.0
8.8,383.9,646.6,25.1,9.1,88.9,849.5,5.3,3,1.0,0.0,0.0,1.0,0.0,0.0
8.66,205.8,256.9,9.0,16.4,52.0,645.4,3.7,3,0.0,1.0,0.0,1.0,0.0,0.0
4.74,274.5,272.5,22.4,18.1,14.2,0.0,9.6,3,0.0,1.0,0.0,1.0,0.0,0.0
16.92,187.3,428.4,16.2,18.3,51.7,958.1,7.0,2,1.0,0.0,0.0,0.0,1.0,0.0
5.3,149.1,233.5,3.2,17.0,62.0,264.1,37.9,1,0.0,0.0,1.0,1.0,0.0,0.0
7.95,231.1,678.2,15.5,25.4,28.2,660.6,11.6,3,0.0,0.0,1.0,1.0,0.0,0.0
4.85,155.8,205.9,8.3,4.6,31.3,642.4,6.6,3,1.0,0.0,0.0,1.0,0.0,0.0
1.78,522.5,332.9,0.0,2.8,71.4,10.6,17.9,2,0.0,1.0,0.0,1.0,0.0,0.0
26.54,439.7,725.8,8.7,14.4,50.7,538.5,11.1,3,1.0,0.0,0.0,0.0,0.0,1.0
6.27,358.2,396.1,16.3,20.4,22.8,475.5,12.7,3,1.0,0.0,0.0,1.0,0.0,0.0
6.94,259.7,109.2,19.1,6.1,27.1,449.2,8.9,2,1.0,0.0,0.0,1.0,0.0,0.0
2.45,101.9,363.3,3.0,11.2,63.2,194.5,45.3,2,0.0,1.0,0.0,1.0,0.0,0.0
