price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,Non-Veg,Veg,Vegan,budget,mid,premium
3.77,176.4,318.4,6.9,1.5,38.1,685.8,4.0,2,1.0,0.0,0.0,1.0,0.0,0.0
2.16,310.8,391.5,2.9,0.0,38.9,0.0,21.6,3,0.0,1.0,0.0,1.0,0.0,0.0
1.45,422.7,5.0,1.5,1.9,14.5,11.4,13.775,2,0.0,1.0,0.0,1.0,0.0,0.0
2.6,253.7,634.8,28.2,22.4,51.3,1159.1,7.2,3,1.0,0.0,0.0,1.0,0.0,0.0
1.12,262.8,460.7,32.6,17.8,62.7,984.2,8.5,2,1.0,0.0,0.0,1.0,0.0,0.0
2.16,545.5,288.7,0.0,0.0,53.1,17.2,41.4,3,0.0,0.0,1.0,1.0,0.0,0.0
1.27,52.5,353.9,2.4,18.7,67.2,379.7,36.1,2,1.0,0.0,0.0,1.0,0.0,0.0
1.11,449.7,191.8,0.5,0.2,65.9,78.8,7.0,2,0.0,1.0,0.0,1.0,0.0,0.0
4.1,185.7,338.5,15.6,11.7,25.5,858.7,3.8,2,1.0,0.0,0.0,0.0,1.0,0.0
1.3,218.7,524.4,17.9,30.6,52.8,1031.7,1.1,2,1.0,0.0,0.0,1.0,0.0,0.0
2.52,189.0,330.1,15.2,3.9,44.4,780.8,6.9,1,0.0,1.0,0.0,1.0,0.0,0.0
1.28,254.8,470.8,22.7,22.3,30.6,969.6,13.8,3,1.0,0.0,0.0,1.0,0.0,0.0
4.28,268.7,653.8,20.4,38.6,55.3,954.3,10.2,3,1.0,0.0,0.0,0.0,1.0,0.0
2.86,286.9,307.8,10.8,6.8,19.8,571.8,5.4,2,1.0,0.0,0.0,1.0,0.0,0.0
3.17,231.3,736.8,25.9,31.3,33.9,876.1,10.8,2,1.0,0.0,0.0,1.0,0.0,0.0
3.38,245.7,609.9,14.9,29.4,53.8,1065.8,6.9,1,1.0,0.0,0.0,1.0,0.0,0.0
2.4,131.2,185.2,11.7,16.3,28.8,334.9,7.4,2,0.0,1.0,0.0,1.0,0.0,0.0
1.81,441.9,121.4,1.2,2.9,67.0,0.0,31.2,3,0.0,1.0,0.0,1.0,0.0,0.0
1.85,228.3,534.9,36.1,21.9,29.7,1007.1,10.9,3,1.0,0.0,0.0,1.0,0.0,0.0
2.6,166.4,364.7,15.6,6.7,40.1,564.4,6.1,1,0.0,1.0,0.0,1.0,0.0,0.0
7.21,218.0,326.8,7.8,16.4,7.3,216.6,5.3,2,0.0,1.0,0.0,0.0,1.0,0.0
2.27,149.0,391.4,9.9,21.7,32.7,499.7,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0
1.18,238.9,357.3,7.8,24.4,6.6,458.0,5.4,2,1.0,0.0,0.0,1.0,0.0,0.0
9.2,238.9,473.0,33.6,30.7,50.4,918.2,7.4,2,1.0,0.0,0.0,0.0,1.0,0.0
1.17,122.3,242.8,11.0,14.4,42.3,269.8,4.4,1,0.0,0.0,1.0,1.0,0.0,0.0
4.22,340.5,255.8,20.1,2.6,8.7,33.6,5.6,2,0.0,1.0,0.0,0.0,1.0,0.0
0.97,473.4,177.6,0.0,1.6,11.7,77.0,11.114999999999998,3,0.0,0.0,1.0,1.0,0.0,0.0
1.53,507.6,97.0,0.0,3.9,42.9,16.6,30.7,3,0.0,1.0,0.0,1.0,0.0,0.0
11.25,110.1,270.2,3.4,23.3,38.8,374.2,2.2,3,0.0,1.0,0.0,0.0,0.0,1.0
1.6,224.3,713.1,27.3,24.1,58.5,762.3,9.8,2,0.0,1.0,0.0,1.0,0.0,0.0
1.06,345.4,93.4,3.1,0.0,25.3,27.7,24.035,2,0.0,1.0,0.0,1.0,0.0,0.0
3.1,201.7,280.2,11.5,5.3,51.3,770.3,4.0,3,1.0,0.0,0.0,1.0,0.0,0.0
4.06,206.3,521.1,26.5,21.9,51.0,591.6,7.3,3,0.0,1.0,0.0,0.0,1.0,0.0
2.25,392.3,5.0,3.0,3.3,36.9,94.6,26.7,2,0.0,1.0,0.0,1.0,0.0,0.0
13.38,394.6,815.7,31.3,14.5,58.3,299.3,5.5,2,1.0,0.0,0.0,0.0,0.0,1.0
15.66,198.7,721.8,40.6,20.9,43.9,966.3,11.4,2,1.0,0.0,0.0,0.0,0.0,1.0
1.67,135.3,564.0,8.0,22.3,59.8,394.7,6.8,3,0.0,0.0,1.0,1.0,0.0,0.0
2.11,183.4,548.0,11.2,27.0,6.9,296.1,6.555,3,1.0,0.0,0.0,1.0,0.0,0.0
2.08,425.8,100.9,1.0,0.0,65.5,55.0,23.9,3,0.0,1.0,0.0,1.0,0.0,0.0
3.86,166.3,264.7,13.5,11.7,34.1,838.0,9.1,3,0.0,1.0,0.0,0.0,1.0,0.0
1.77,171.2,173.2,20.6,11.3,40.6,574.6,5.6,2,1.0,0.0,0.0,1.0,0.0,0.0
1.34,252.6,5.0,2.0,2.5,60.0,62.7,57.0,2,0.0,0.0,1.0,1.0,0.0,0.0
3.12,276.6,340.0,15.7,23.7,44.1,922.6,8.3,2,0.0,0.0,1.0,1.0,0.0,0.0
2.84,290.0,205.3,6.7,3.2,24.1,492.1,4.0,2,0.0,0.0,1.0,1.0,0.0,0.0
7.24,284.7,491.4,30.0,13.1,40.3,799.4,8.7,3,0.0,1.0,0.0,0.0,1.0,0.0
6.4,132.8,398.1,3.6,13.0,60.9,131.9,5.1,2,0.0,1.0,0.0,0.0,1.0,0.0
1.39,50.0,219.0,0.0,11.0,47.0,243.6,0.3,2,0.0,1.0,0.0,1.0,0.0,0.0
5.27,161.6,329.7,10.0,12.8,47.2,583.3,7.3,3,1.0,0.0,0.0,0.0,1.0,0.0
16.01,177.5,426.8,12.9,17.1,43.7,538.5,3.7,3,1.0,0.0,0.0,0.0,0.0,1.0
4.89,206.1,353.6,16.2,5.2,34.5,729.0,6.9,3,1.0,0.0,0.0,0.0,1.0,0.0
2.02,449.1,146.5,1.3,0.0,39.2,75.1,26.4,3,0.0,1.0,0.0,0.0,1.0,0.0
2.1,386.9,214.0,1.9,2.3,30.0,107.1,28.5,2,0.0,1.0,0.0,1.0,0.0,0.0
8.59,334.2,411.7,14.8,3.7,85.7,914.0,0.8,3,0.0,0.0,1.0,0.0,1.0,0.0
2.01,126.2,498.3,1.0,17.6,27.9,354.4,6.2,3,0.0,1.0,0.0,1.0,0.0,0.0
2.91,140.4,263.0,12.0,11.2,44.0,891.2,4.7,2,1.0,0.0,0.0,1.0,0.0,0.0
5.42,470.4,240.5,1.8,6.2,21.4,41.4,20.33,1,0.0,1.0,0.0,0.0,1.0,0.0
1.16,106.5,308.6,7.9,20.4,35.1,164.8,0.9,2,1.0,0.0,0.0,1.0,0.0,0.0
2.24,105.7,63.1,8.1,30.7,44.5,206.8,1.1,2,0.0,1.0,0.0,1.0,0.0,0.0
3.56,185.8,142.9,9.5,10.7,40.6,1074.8,4.5,2,1.0,0.0,0.0,1.0,0.0,0.0
2.16,197.0,252.0,15.7,12.8,27.0,857.7,8.4,3,0.0,1.0,0.0,1.0,0.0,0.0
0.93,153.2,441.6,8.7,25.0,52.7,304.8,32.7,3,0.0,1.0,0.0,1.0,0.0,0.0
2.08,209.1,438.5,25.4,0.6,37.3,833.8,12.4,3,0.0,0.0,1.0,1.0,0.0,0.0
3.29,134.9,581.2,28.6,28.7,40.1,510.1,10.1,3,1.0,0.0,0.0,1.0,0.0,0.0
1.92,218.5,451.9,16.0,17.5,40.2,824.3,7.3,3,0.0,0.0,1.0,1.0,0.0,0.0
1.65,61.6,390.7,0.3,7.6,45.0,186.2,30.5,2,1.0,0.0,0.0,1.0,0.0,0.0
4.81,50.0,468.6,10.5,18.2,87.8,188.9,43.7,3,0.0,1.0,0.0,0.0,1.0,0.0
2.38,164.1,161.7,0.0,17.6,39.9,309.1,4.9,1,0.0,1.0,0.0,1.0,0.0,0.0
2.5,595.1,189.7,2.2,0.0,53.6,24.5,1.2,2,0.0,1.0,0.0,0.0,1.0,0.0
2.06,122.9,428.2,10.6,10.6,41.5,788.4,7.1,2,0.0,1.0,0.0,1.0,0.0,0.0
2.29,367.3,143.1,1.6,0.6,25.6,23.5,24.32,3,0.0,1.0,0.0,1.0,0.0,0.0
3.14,238.8,232.5,21.8,18.9,46.7,531.5,6.3,3,1.0,0.0,0.0,1.0,0.0,0.0
6.77,264.6,733.8,11.8,12.4,39.5,769.0,18.1,3,0.0,0.0,1.0,0.0,1.0,0.0
5.61,238.7,233.1,14.9,12.7,26.5,242.1,5.0,2,1.0,0.0,0.0,0.0,1.0,0.0
3.84,269.6,534.3,32.0,28.3,53.9,1235.0,11.3,3,1.0,0.0,0.0,1.0,0.0,0.0
1.48,88.4,598.8,5.7,23.1,50.6,362.9,38.9,2,1.0,0.0,0.0,1.0,0.0,0.0
2.71,208.1,268.3,10.3,7.9,33.1,492.8,3.0,1,0.0,1.0,0.0,1.0,0.0,0.0
3.63,166.5,409.6,11.9,12.2,23.6,334.2,3.4,2,1.0,0.0,0.0,0.0,1.0,0.0
1.38,408.3,294.3,19.3,18.1,17.6,616.3,9.8,2,1.0,0.0,0.0,1.0,0.0,0.0
3.01,211.5,198.4,11.0,0.7,35.9,497.7,9.9,3,0.0,1.0,0.0,1.0,0.0,0.0
8.51,222.6,713.0,24.3,34.4,27.4,1046.0,2.3,2,1.0,0.0,0.0,0.0,1.0,0.0
6.98,188.5,250.2,12.9,11.0,31.6,698.4,2.7,3,1.0,0.0,0.0,0.0,1.0,0.0
8.29,183.2,489.4,27.1,19.2,48.4,1152.4,11.3,2,1.0,0.0,0.0,0.0,0.0,1.0
4.17,179.3,216.5,6.4,15.0,29.2,520.8,6.3,3,0.0,1.0,0.0,0.0,1.0,0.0
9.19,245.6,482.9,12.6,4.7,58.6,983.3,7.3,2,1.0,0.0,0.0,0.0,0.0,1.0
2.5,162.8,231.1,7.0,20.0,35.2,855.0,8.6,1,0.0,1.0,0.0,1.0,0.0,0.0
1.49,160.8,231.4,6.7,3.1,33.9,602.6,8.3,3,0.0,1.0,0.0,1.0,0.0,0.0
2.27,501.8,233.8,3.1,1.9,50.4,35.0,15.5,3,0.0,0.0,1.0,0.0,1.0,0.0
1.89,269.8,588.0,25.1,24.9,53.8,750.2,9.9,2,1.0,0.0,0.0,1.0,0.0,0.0
1.37,238.8,309.4,3.9,10.3,36.8,294.5,14.6,3,0.0,1.0,0.0,1.0,0.0,0.0
3.24,210.0,619.7,24.4,27.4,52.9,800.6,13.5,2,1.0,0.0,0.0,1.0,0.0,0.0
1.58,517.6,508.6,18.2,14.0,81.9,660.4,4.7,2,0.0,0.0,1.0,1.0,0.0,0.0
1.7,147.8,464.3,5.9,13.5,65.2,348.5,38.4,2,1.0,0.0,0.0,1.0,0.0,0.0
3.75,344.6,457.2,41.1,23.3,43.3,911.8,7.7,3,0.0,1.0,0.0,0.0,1.0,0.0
1.53,120.4,254.0,8.0,4.9,76.3,87.6,51.7,2,0.0,1.0,0.0,1.0,0.0,0.0
1.82,261.3,593.6,27.1,29.3,22.9,846.2,8.3,2,1.0,0.0,0.0,1.0,0.0,0.0
6.84,334.1,233.2,5.6,14.8,24.1,777.8,1.0,2,1.0,0.0,0.0,0.0,1.0,0.0
1.46,169.8,422.7,2.2,28.9,69.0,191.4,50.9,1,0.0,1.0,0.0,1.0,0.0,0.0
3.99,127.7,518.5,17.5,15.9,38.9,839.2,4.9,2,0.0,1.0,0.0,0.0,1.0,0.0
2.92,174.5,404.1,3.4,19.3,53.9,1396.1,5.7,2,1.0,0.0,0.0,1.0,0.0,0.0
3.53,151.6,259.5,10.2,18.9,46.4,760.4,4.1,3,1.0,0.0,0.0,1.0,0.0,0.0
5.09,234.6,761.8,33.9,30.8,44.1,973.8,7.4,3,1.0,0.0,0.0,0.0,1.0,0.0
5.8,174.2,183.8,11.2,21.4,46.3,519.8,6.7,3,0.0,1.0,0.0,0.0,1.0,0.0
2.07,171.5,544.6,29.5,20.2,52.8,852.5,7.7,2,1.0,0.0,0.0,1.0,0.0,0.0
2.46,173.6,365.8,10.6,8.5,39.9,695.1,6.7,2,1.0,0.0,0.0,1.0,0.0,0.0
5.54,226.8,603.7,12.2,24.3,49.8,1134.3,9.4,3,0.0,0.0,1.0,0.0,1.0,0.0
8.7,171.1,218.3,3.7,15.7,31.1,603.5,3.8,3,0.0,1.0,0.0,0.0,1.0,0.0
2.75,431.0,531.4,21.7,19.4,76.3,817.7,5.6,2,0.0,0.0,1.0,1.0,0.0,0.0
2.41,257.8,600.6,20.9,16.8,94.0,381.7,3.9,1,1.0,0.0,0.0,1.0,0.0,0.0
5.83,190.9,618.7,11.8,9.1,62.8,891.2,8.5,3,0.0,0.0,1.0,0.0,1.0,0.0
7.08,318.0,448.0,25.0,13.4,98.2,600.1,9.1,1,0.0,0.0,1.0,0.0,1.0,0.0
15.93,227.3,775.3,23.6,36.2,50.5,1009.1,10.3,3,1.0,0.0,0.0,0.0,0.0,1.0
2.52,155.5,404.6,7.9,17.3,68.1,150.8,63.2,3,0.0,0.0,1.0,1.0,0.0,0.0
3.03,219.0,691.1,23.9,31.8,46.2,1024.1,5.9,3,1.0,0.0,0.0,1.0,0.0,0.0
2.54,124.5,248.9,6.6,11.3,33.8,670.5,5.3,3,0.0,1.0,0.0,1.0,0.0,0.0
5.72,209.2,724.3,11.4,19.4,51.3,580.6,5.8,1,1.0,0.0,0.0,0.0,1.0,0.0
3.45,333.8,254.2,9.1,0.0,11.4,535.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0
4.07,122.4,319.9,0.0,12.0,39.4,56.4,2.8,2,0.0,1.0,0.0,0.0,1.0,0.0
3.26,573.7,362.8,0.0,0.2,82.0,28.2,30.8,2,0.0,0.0,1.0,0.0,1.0,0.0
3.75,178.1,488.6,12.0,21.8,65.5,661.0,4.7,2,1.0,0.0,0.0,1.0,0.0,0.0
12.39,248.1,514.6,22.1,8.2,43.2,660.5,5.6,2,1.0,0.0,0.0,0.0,0.0,1.0
6.0,345.3,498.4,30.7,15.9,89.2,827.5,2.9,2,1.0,0.0,0.0,0.0,1.0,0.0
2.49,129.9,288.9,0.3,9.2,52.2,268.5,34.6,3,0.0,1.0,0.0,1.0,0.0,0.0
3.89,330.7,464.2,31.0,15.8,40.4,986.6,7.5,2,1.0,0.0,0.0,1.0,0.0,0.0
12.68,114.7,529.0,3.6,19.1,53.6,257.6,50.92,1,0.0,1.0,0.0,0.0,0.0,1.0
8.72,200.0,419.8,31.6,34.7,35.1,823.3,8.0,1,1.0,0.0,0.0,0.0,1.0,0.0
4.58,267.2,206.8,0.0,4.9,21.7,655.8,15.1,2,0.0,1.0,0.0,0.0,1.0,0.0
3.42,117.9,607.8,16.0,33.0,49.5,1047.1,7.5,1,1.0,0.0,0.0,1.0,0.0,0.0
5.52,181.0,593.0,0.2,11.0,78.3,376.3,34.1,2,1.0,0.0,0.0,0.0,1.0,0.0
8.72,248.2,597.5,27.8,20.5,55.1,797.4,8.0,2,1.0,0.0,0.0,0.0,1.0,0.0
1.49,133.2,5.0,6.7,10.1,46.4,562.6,4.0,2,0.0,0.0,1.0,1.0,0.0,0.0
1.56,241.8,603.4,20.4,25.3,45.9,613.2,3.9,3,1.0,0.0,0.0,1.0,0.0,0.0
1.03,376.9,148.4,2.2,2.6,25.9,66.6,24.605,3,0.0,1.0,0.0,1.0,0.0,0.0
2.5,287.5,350.1,21.7,23.5,25.4,641.6,9.6,2,0.0,1.0,0.0,1.0,0.0,0.0
1.21,204.5,231.0,9.9,11.2,28.5,678.0,1.8,3,0.0,1.0,0.0,1.0,0.0,0.0
3.63,340.9,544.7,25.1,11.4,74.8,643.6,4.0,2,1.0,0.0,0.0,1.0,0.0,0.0
3.68,293.7,5.0,0.5,7.2,88.6,100.9,34.3,2,0.0,1.0,0.0,0.0,1.0,0.0
2.51,172.4,252.3,3.8,10.5,43.3,785.8,6.3,2,0.0,1.0,0.0,1.0,0.0,0.0
6.41,114.0,368.9,8.3,17.6,31.5,185.3,29.925,2,0.0,1.0,0.0,0.0,1.0,0.0
9.4,240.1,252.1,12.2,2.9,35.6,575.9,6.4,1,0.0,0.0,1.0,0.0,0.0,1.0
0.94,316.4,258.5,0.2,1.6,38.9,36.9,23.4,3,0.0,1.0,0.0,1.0,0.0,0.0
2.6,238.7,358.3,11.4,0.6,24.4,630.6,5.7,2,1.0,0.0,0.0,1.0,0.0,0.0
2.2,292.3,38.6,2.1,8.2,25.7,38.0,24.415,3,0.0,1.0,0.0,1.0,0.0,0.0
4.08,89.2,187.1,0.0,14.4,54.9,349.5,0.1,3,0.0,1.0,0.0,0.0,1.0,0.0
3.58,225.6,344.6,6.1,20.2,63.8,735.0,2.9,2,0.0,0.0,1.0,1.0,0.0,0.0
3.54,226.1,341.8,19.2,7.6,55.2,738.8,6.0,2,0.0,1.0,0.0,1.0,0.0,0.0
1.43,149.0,196.3,13.6,5.8,33.5,486.5,4.3,3,0.0,1.0,0.0,1.0,0.0,0.0
2.34,481.7,106.2,3.4,6.0,61.3,39.5,40.3,1,0.0,1.0,0.0,0.0,1.0,0.0
