price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,Non-Veg,Veg,Vegan,budget,mid,premium
4.4,129.3,498.3,6.8,16.5,61.0,230.3,24.3,3,1.0,0.0,0.0,1.0,0.0,0.0
9.56,169.3,316.1,4.4,3.2,50.4,503.2,7.8,3,0.0,0.0,1.0,1.0,0.0,0.0
8.15,210.3,320.7,20.2,34.7,36.6,673.8,11.6,1,1.0,0.0,0.0,1.0,0.0,0.0
4.04,62.2,496.3,2.4,13.7,102.6,263.3,39.5,2,0.0,1.0,0.0,1.0,0.0,0.0
51.06,205.4,609.0,15.8,34.4,56.0,1206.1,8.3,1,1.0,0.0,0.0,0.0,0.0,1.0
7.31,112.7,522.9,0.6,11.2,104.7,156.2,27.9,3,0.0,1.0,0.0,1.0,0.0,0.0
6.9,396.5,5.0,5.4,6.5,31.4,73.2,29.83,2,0.0,1.0,0.0,0.0,1.0,0.0
5.75,93.7,483.9,8.7,21.3,48.3,120.4,30.9,3,1.0,0.0,0.0,1.0,0.0,0.0
19.86,201.9,563.9,33.2,11.2,33.4,1025.5,4.2,2,0.0,1.0,0.0,0.0,1.0,0.0
11.83,169.8,379.8,8.2,6.8,38.8,375.0,4.7,2,0.0,1.0,0.0,0.0,1.0,0.0
39.01,153.4,529.1,29.4,22.0,45.4,519.7,4.6,2,1.0,0.0,0.0,0.0,0.0,1.0
6.27,268.5,683.9,24.9,29.0,55.2,947.2,11.1,2,1.0,0.0,0.0,1.0,0.0,0.0
5.79,334.7,92.0,0.0,7.0,57.5,14.4,54.625,3,0.0,0.0,1.0,0.0,1.0,0.0
2.48,164.6,124.8,1.9,9.7,44.2,222.0,41.99,2,0.0,1.0,0.0,1.0,0.0,0.0
7.16,491.5,187.1,1.7,2.2,32.8,18.2,6.2,2,0.0,1.0,0.0,0.0,1.0,0.0
5.89,200.7,284.0,4.1,6.4,33.0,525.5,4.2,2,1.0,0.0,0.0,1.0,0.0,0.0
5.23,562.9,171.0,0.8,2.2,77.5,17.6,32.4,3,0.0,0.0,1.0,1.0,0.0,0.0
21.84,182.0,400.1,14.3,2.0,31.0,879.6,3.4,3,1.0,0.0,0.0,0.0,1.0,0.0
20.56,301.4,462.4,20.1,33.9,57.7,705.7,11.0,2,0.0,0.0,1.0,0.0,1.0,0.0
7.2,199.3,538.3,15.5,37.6,47.0,935.9,13.8,3,1.0,0.0,0.0,1.0,0.0,0.0
15.9,162.9,442.9,8.0,16.3,54.5,260.9,26.0,3,1.0,0.0,0.0,0.0,1.0,0.0
5.57,577.2,5.0,0.5,2.6,6.6,0.0,6.1,2,0.0,1.0,0.0,0.0,1.0,0.0
1.65,464.2,5.0,0.0,0.0,12.8,51.4,2.4,1,0.0,1.0,0.0,1.0,0.0,0.0
31.73,220.4,405.6,29.5,6.6,40.2,808.4,5.1,2,1.0,0.0,0.0,0.0,0.0,1.0
13.45,343.9,353.0,9.4,12.2,34.1,609.7,9.8,3,0.0,1.0,0.0,0.0,1.0,0.0
10.95,221.4,518.8,9.4,13.9,34.8,611.4,9.0,2,0.0,1.0,0.0,0.0,1.0,0.0
6.33,163.7,398.3,16.8,4.4,21.5,647.7,3.9,2,0.0,1.0,0.0,1.0,0.0,0.0
4.87,215.7,603.1,14.4,33.7,46.6,1066.7,6.8,3,1.0,0.0,0.0,1.0,0.0,0.0
5.76,247.3,655.0,8.3,18.5,60.5,950.5,2.0,3,1.0,0.0,0.0,1.0,0.0,0.0
3.2,137.8,449.3,2.4,15.7,62.1,305.3,31.3,1,0.0,1.0,0.0,1.0,0.0,0.0
4.46,359.8,286.5,14.8,8.7,38.1,897.8,11.4,3,1.0,0.0,0.0,1.0,0.0,0.0
2.65,119.2,392.9,10.0,21.0,86.0,287.0,35.6,3,0.0,1.0,0.0,1.0,0.0,0.0
45.04,158.8,167.5,13.1,14.3,47.5,820.5,3.7,2,0.0,1.0,0.0,0.0,0.0,1.0
